PID,Stage,Start,End,Rating
13,,00:08:06,00:09:06,Not drowsy
13,,00:09:06,00:10:06,Not drowsy
13,,00:10:06,00:11:06,Not drowsy
13,,00:11:06,00:12:06,Not drowsy
13,,00:12:06,00:13:06,Not drowsy
13,,00:13:06,00:14:06,Not drowsy
13,,00:14:06,00:15:06,Not drowsy
13,,00:15:06,00:16:06,Not drowsy
13,,00:16:06,00:17:06,Not drowsy
13,,00:17:06,00:18:06,Not drowsy
13,,00:18:06,00:19:06,Not drowsy
13,,00:19:06,00:20:06,Not drowsy
13,,00:20:06,00:21:06,Not drowsy
13,,00:21:06,00:22:06,Not drowsy
13,,00:22:06,00:23:06,Slightly drowsy
13,,00:23:06,00:24:06,Slightly drowsy
13,,00:24:06,00:25:06,Not drowsy
13,,00:25:06,00:26:06,Not drowsy
13,,00:26:06,00:27:06,Not drowsy
13,,00:27:06,00:28:06,Not drowsy
13,,00:28:06,00:29:06,Not drowsy
13,,00:29:06,00:30:06,Not drowsy
13,,00:30:06,00:31:06,Not drowsy
13,,00:31:06,00:32:06,Not drowsy
13,,00:32:06,00:33:06,Not drowsy
13,,00:33:06,00:34:06,Not drowsy
13,,00:34:06,00:35:06,Not drowsy
13,,00:35:06,00:36:06,Not drowsy
13,,00:36:06,00:37:06,Not drowsy
13,,00:37:06,00:38:06,Not drowsy
13,,00:38:06,00:39:06,Not drowsy
13,,00:39:06,00:40:06,Not drowsy
13,,00:40:06,00:41:06,Not drowsy
13,,00:41:06,00:42:06,Not drowsy
13,,00:42:06,00:43:06,Not drowsy
13,,00:43:06,00:44:06,Not drowsy
13,,00:44:06,00:45:06,Not drowsy
13,,00:45:06,00:46:06,Not drowsy
13,,00:46:06,00:47:06,Not drowsy
13,,00:47:06,00:48:06,Not drowsy
13,,00:48:06,00:49:06,Not drowsy
13,,00:49:06,00:50:06,Not drowsy
13,,00:50:06,00:51:06,Not drowsy
13,,00:51:06,00:52:06,Not drowsy
13,,00:52:06,00:53:06,Not drowsy
13,,00:53:06,00:54:06,Not drowsy
13,,00:54:06,00:55:06,Not drowsy
13,,00:55:06,00:56:06,Not drowsy
13,,00:56:06,00:57:06,Not drowsy
13,,00:57:06,00:58:06,Not drowsy
13,,00:58:06,00:59:06,Not drowsy
13,,00:59:06,01:00:06,Not drowsy
15,,00:00:52,00:01:52,Not drowsy
15,,00:01:52,00:02:52,Not drowsy
15,,00:02:52,00:03:52,Not drowsy
15,,00:03:52,00:04:52,Not drowsy
15,,00:04:52,00:05:52,Not drowsy
15,,00:05:52,00:06:52,Not drowsy
15,,00:06:52,00:07:52,Not drowsy
15,,00:07:52,00:08:52,Not drowsy
15,,00:08:52,00:09:52,Not drowsy
15,,00:09:52,00:10:52,Not drowsy
15,,00:10:52,00:11:52,Slightly drowsy
15,,00:11:52,00:12:52,Slightly drowsy
15,,00:12:52,00:13:52,Slightly drowsy
15,,00:13:52,00:14:52,Slightly drowsy
15,,00:14:52,00:15:52,Slightly drowsy
15,,00:15:52,00:16:52,Moderately drowsy
15,,00:16:52,00:17:52,Moderately drowsy
15,,00:17:52,00:18:52,Moderately drowsy
15,,00:18:52,00:19:52,Moderately drowsy
15,,00:19:52,00:20:52,Slightly drowsy
15,,00:20:52,00:21:52,Slightly drowsy
15,,00:21:52,00:22:52,Slightly drowsy
15,,00:22:52,00:23:52,Slightly drowsy
15,,00:23:52,00:24:52,Slightly drowsy
15,,00:24:52,00:25:52,Slightly drowsy
15,,00:25:52,00:26:52,Slightly drowsy
15,,00:26:52,00:27:52,Slightly drowsy
15,,00:27:52,00:28:52,Slightly drowsy
15,,00:28:52,00:29:52,Slightly drowsy
15,,00:29:52,00:30:52,Moderately drowsy
15,,00:30:52,00:31:52,Moderately drowsy
15,,00:31:52,00:32:52,Slightly drowsy
18,,00:00:15,00:01:15,Not drowsy
18,,00:01:15,00:02:15,Not drowsy
18,,00:02:15,00:03:15,Not drowsy
18,,00:03:15,00:04:15,Not drowsy
18,,00:04:15,00:05:15,Not drowsy
18,,00:05:15,00:06:15,Not drowsy
18,,00:06:15,00:07:15,Not drowsy
18,,00:07:15,00:08:15,Not drowsy
18,,00:08:15,00:09:15,Not drowsy
18,,00:09:15,00:10:15,Not drowsy
18,,00:10:15,00:11:15,Not drowsy
18,,00:11:15,00:12:15,Not drowsy
18,,00:12:15,00:13:15,Not drowsy
18,,00:13:15,00:14:15,Not drowsy
18,,00:14:15,00:15:15,Not drowsy
18,,00:15:15,00:16:15,Not drowsy
18,,00:16:15,00:17:15,Not drowsy
18,,00:21:15,00:22:15,Slightly drowsy
18,,00:22:15,00:23:15,Slightly drowsy
18,,00:23:15,00:24:15,Slightly drowsy
18,,00:24:15,00:25:15,Slightly drowsy
18,,00:25:15,00:26:15,Slightly drowsy
18,,00:26:15,00:27:15,Slightly drowsy
18,,00:27:15,00:28:15,Slightly drowsy
18,,00:28:15,00:29:15,Slightly drowsy
18,,00:29:15,00:30:15,Slightly drowsy
18,,00:30:15,00:31:15,Slightly drowsy
18,,00:31:15,00:32:15,Slightly drowsy
18,,00:32:15,00:33:15,Slightly drowsy
18,,00:33:15,00:34:15,Slightly drowsy
18,,00:34:15,00:35:15,Slightly drowsy
18,,00:35:15,00:36:15,Slightly drowsy
18,,00:36:15,00:37:15,Slightly drowsy
18,,00:37:15,00:38:15,Slightly drowsy
18,,00:38:15,00:39:15,Slightly drowsy
18,,00:39:15,00:40:15,Slightly drowsy
18,,00:40:15,00:41:15,Slightly drowsy
18,,00:41:15,00:42:15,Slightly drowsy
18,,00:42:15,00:43:15,Slightly drowsy
18,,00:43:15,00:44:15,Slightly drowsy
18,,00:44:15,00:45:15,Slightly drowsy
18,,00:45:15,00:46:15,Slightly drowsy
18,,00:46:15,00:47:15,Slightly drowsy
18,,00:47:15,00:48:15,Slightly drowsy
18,,00:48:15,00:49:15,Slightly drowsy
18,,00:49:15,00:50:15,Slightly drowsy
18,,00:50:15,00:51:15,Slightly drowsy
18,,00:51:15,00:52:15,Slightly drowsy
18,,00:52:15,00:53:15,Slightly drowsy
18,,00:53:15,00:54:15,Slightly drowsy
18,,00:54:15,00:55:15,Slightly drowsy
18,,00:55:15,00:56:15,Slightly drowsy
18,,00:56:15,00:57:15,Slightly drowsy
18,,00:57:15,00:58:15,Slightly drowsy
18,,00:58:15,00:59:15,Slightly drowsy
18,,00:17:15,00:18:15,Slightly drowsy
18,,00:18:15,00:19:15,Slightly drowsy
18,,00:19:15,00:20:15,Slightly drowsy
18,,00:20:15,00:21:15,Slightly drowsy
18,,00:59:15,01:00:15,Slightly drowsy
19,,00:18:06,00:19:06,Not drowsy
19,,00:52:06,00:53:06,Slightly drowsy
19,,00:00:06,00:01:06,Not drowsy
19,,00:01:06,00:02:06,Not drowsy
19,,00:02:06,00:03:06,Not drowsy
19,,00:03:06,00:04:06,Not drowsy
19,,00:04:06,00:05:06,Not drowsy
19,,00:05:06,00:06:06,Not drowsy
19,,00:06:06,00:07:06,Not drowsy
19,,00:07:06,00:08:06,Not drowsy
19,,00:08:06,00:09:06,Not drowsy
19,,00:09:06,00:10:06,Not drowsy
19,,00:10:06,00:11:06,Not drowsy
19,,00:11:06,00:12:06,Not drowsy
19,,00:12:06,00:13:06,Not drowsy
19,,00:13:06,00:14:06,Not drowsy
19,,00:14:06,00:15:06,Not drowsy
19,,00:15:06,00:16:06,Not drowsy
19,,00:16:06,00:17:06,Not drowsy
19,,00:17:06,00:18:06,Not drowsy
19,,00:19:06,00:20:06,Not drowsy
19,,00:20:06,00:21:06,Not drowsy
19,,00:21:06,00:22:06,Not drowsy
19,,00:22:06,00:23:06,Not drowsy
19,,00:23:06,00:24:06,Not drowsy
19,,00:24:06,00:25:06,Not drowsy
19,,00:25:06,00:26:06,Not drowsy
19,,00:26:06,00:27:06,Not drowsy
19,,00:27:06,00:28:06,Not drowsy
19,,00:28:06,00:29:06,Not drowsy
19,,00:29:06,00:30:06,Not drowsy
19,,00:30:06,00:31:06,Not drowsy
19,,00:31:06,00:32:06,Not drowsy
19,,00:32:06,00:33:06,Not drowsy
19,,00:33:06,00:34:06,Not drowsy
19,,00:34:06,00:35:06,Not drowsy
19,,00:35:06,00:36:06,Not drowsy
19,,00:36:06,00:37:06,Not drowsy
19,,00:37:06,00:38:06,Not drowsy
19,,00:38:06,00:39:06,Not drowsy
19,,00:39:06,00:40:06,Not drowsy
19,,00:40:06,00:41:06,Not drowsy
19,,00:41:06,00:42:06,Not drowsy
19,,00:42:06,00:43:06,Not drowsy
19,,00:43:06,00:44:06,Not drowsy
19,,00:44:06,00:45:06,Not drowsy
19,,00:45:06,00:46:06,Not drowsy
19,,00:46:06,00:47:06,Not drowsy
19,,00:47:06,00:48:06,Not drowsy
19,,00:48:06,00:49:06,Not drowsy
19,,00:49:06,00:50:06,Not drowsy
19,,00:50:06,00:51:06,Not drowsy
19,,00:51:06,00:52:06,Not drowsy
20,,00:06:13,00:07:13,Slightly drowsy
20,,00:07:13,00:08:13,Slightly drowsy
20,,00:00:13,00:01:13,Not drowsy
20,,00:01:13,00:02:13,Not drowsy
20,,00:02:13,00:03:13,Not drowsy
20,,00:03:13,00:04:13,Not drowsy
20,,00:04:13,00:05:13,Not drowsy
20,,00:05:13,00:06:13,Not drowsy
20,,00:08:13,00:09:13,Not drowsy
20,,00:09:13,00:10:13,Not drowsy
20,,00:10:13,00:11:13,Slightly drowsy
20,,00:11:13,00:12:13,Not drowsy
20,,00:12:13,00:13:13,Not drowsy
20,,00:13:13,00:14:13,Not drowsy
26,,00:00:15,00:01:15,Not drowsy
26,,00:01:15,00:02:15,Not drowsy
26,,00:02:15,00:03:15,Not drowsy
26,,00:03:15,00:04:15,Not drowsy
26,,00:04:15,00:05:15,Not drowsy
26,,00:05:15,00:06:15,Not drowsy
26,,00:06:15,00:07:15,Not drowsy
26,,00:07:15,00:08:15,Not drowsy
26,,00:08:15,00:09:15,Not drowsy
26,,00:09:15,00:10:15,Not drowsy
26,,00:10:15,00:11:15,Not drowsy
26,,00:11:15,00:12:15,Not drowsy
26,,00:12:15,00:13:15,Not drowsy
26,,00:13:15,00:14:15,Not drowsy
26,,00:14:15,00:15:15,Not drowsy
26,,00:15:15,00:16:15,Not drowsy
26,,00:16:15,00:17:15,Not drowsy
26,,00:17:15,00:18:15,Not drowsy
26,,00:18:15,00:19:15,Not drowsy
26,,00:19:15,00:20:15,Not drowsy
26,,00:20:15,00:21:15,Slightly drowsy
26,,00:21:15,00:22:15,Slightly drowsy
26,,00:22:15,00:23:15,Slightly drowsy
26,,00:23:15,00:24:15,Slightly drowsy
26,,00:24:15,00:25:15,Slightly drowsy
26,,00:25:15,00:26:15,Slightly drowsy
26,,00:26:15,00:27:15,Slightly drowsy
26,,00:27:15,00:28:15,Slightly drowsy
26,,00:28:15,00:29:15,Slightly drowsy
26,,00:29:15,00:30:15,Slightly drowsy
26,,00:30:15,00:31:15,Slightly drowsy
26,,00:31:15,00:32:15,Slightly drowsy
26,,00:32:15,00:33:15,Slightly drowsy
26,,00:33:15,00:34:15,Slightly drowsy
26,,00:34:15,00:35:15,Slightly drowsy
26,,00:35:15,00:36:15,Slightly drowsy
26,,00:36:15,00:37:15,Slightly drowsy
26,,00:37:15,00:38:15,Slightly drowsy
26,,00:38:15,00:39:15,Slightly drowsy
26,,00:39:15,00:40:15,Slightly drowsy
26,,00:40:15,00:41:15,Slightly drowsy
26,,00:41:15,00:42:15,Slightly drowsy
26,,00:42:15,00:43:15,Slightly drowsy
26,,00:43:15,00:44:15,Slightly drowsy
26,,00:44:15,00:45:15,Slightly drowsy
26,,00:45:15,00:46:15,Slightly drowsy
26,,00:46:15,00:47:15,Slightly drowsy
26,,00:47:15,00:48:15,Slightly drowsy
26,,00:48:15,00:49:15,Slightly drowsy
26,,00:49:15,00:50:15,Slightly drowsy
26,,00:50:15,00:51:15,Slightly drowsy
26,,00:51:15,00:52:15,Slightly drowsy
27,,00:00:45,00:01:45,Not drowsy
27,,00:01:45,00:02:45,Not drowsy
27,,00:02:45,00:03:45,Not drowsy
27,,00:03:45,00:04:45,Not drowsy
27,,00:04:45,00:05:45,Not drowsy
27,,00:05:45,00:06:45,Slightly drowsy
27,,00:06:45,00:07:45,Slightly drowsy
27,,00:07:45,00:08:45,Slightly drowsy
27,,00:08:45,00:09:45,Slightly drowsy
27,,00:09:45,00:10:45,Slightly drowsy
27,,00:10:45,00:11:45,Slightly drowsy
27,,00:11:45,00:12:45,Slightly drowsy
27,,00:12:45,00:13:45,Slightly drowsy
27,,00:13:45,00:14:45,Moderately drowsy
27,,00:14:45,00:15:45,Slightly drowsy
27,,00:15:45,00:16:45,Slightly drowsy
27,,00:16:45,00:17:45,Slightly drowsy
27,,00:17:45,00:18:45,Slightly drowsy
27,,00:18:45,00:19:45,Slightly drowsy
27,,00:19:45,00:20:45,Slightly drowsy
27,,00:20:45,00:21:45,Slightly drowsy
27,,00:21:45,00:22:45,Slightly drowsy
27,,00:22:45,00:23:45,Slightly drowsy
27,,00:23:45,00:24:45,Moderately drowsy
27,,00:24:45,00:25:45,Slightly drowsy
27,,00:25:45,00:26:45,Slightly drowsy
27,,00:26:45,00:27:45,Moderately drowsy
27,,00:27:45,00:28:45,Slightly drowsy
27,,00:28:45,00:29:45,Slightly drowsy
27,,00:29:45,00:30:45,Moderately drowsy
28,,00:00:03,00:01:03,Not drowsy
28,,00:01:03,00:02:03,Not drowsy
28,,00:02:03,00:03:03,Not drowsy
28,,00:03:03,00:04:03,Not drowsy
28,,00:04:03,00:05:03,Not drowsy
28,,00:05:03,00:06:03,Not drowsy
28,,00:06:03,00:07:03,Slightly drowsy
28,,00:07:03,00:08:03,Slightly drowsy
28,,00:08:03,00:09:03,Slightly drowsy
28,,00:09:03,00:10:03,Slightly drowsy
28,,00:10:03,00:11:03,Slightly drowsy
28,,00:11:03,00:12:03,Slightly drowsy
28,,00:12:03,00:13:03,Slightly drowsy
28,,00:13:03,00:14:03,Slightly drowsy
28,,00:14:03,00:15:03,Slightly drowsy
28,,00:15:03,00:16:03,Slightly drowsy
28,,00:16:03,00:17:03,Slightly drowsy
28,,00:17:03,00:18:03,Slightly drowsy
28,,00:18:03,00:19:03,Slightly drowsy
28,,00:19:03,00:20:03,Slightly drowsy
28,,00:20:03,00:21:03,Slightly drowsy
28,,00:21:03,00:22:03,Slightly drowsy
28,,00:22:03,00:23:03,Slightly drowsy
28,,00:23:03,00:24:03,Moderately drowsy
28,,00:24:03,00:25:03,Moderately drowsy
28,,00:25:03,00:26:03,Moderately drowsy
28,,00:26:03,00:27:03,Moderately drowsy
28,,00:27:03,00:28:03,Moderately drowsy
28,,00:28:03,00:29:03,Moderately drowsy
28,,00:29:03,00:30:03,Moderately drowsy
28,,00:30:03,00:31:03,Moderately drowsy
28,,00:31:03,00:32:03,Moderately drowsy
28,,00:32:03,00:33:03,Moderately drowsy
28,,00:33:03,00:34:03,Moderately drowsy
37,,00:00:01,00:01:03,Not Drowsy
37,,00:01:01,00:02:03,Not Drowsy
37,,00:02:01,00:03:03,Not Drowsy
37,,00:03:01,00:04:03,Not Drowsy
37,,00:04:01,00:05:03,Not Drowsy
37,,00:05:01,00:06:03,Not Drowsy
37,,00:06:01,00:07:03,Not Drowsy
37,,00:07:01,00:08:03,Not Drowsy
37,,00:08:01,00:09:03,Not Drowsy
37,,00:09:01,00:10:03,Not Drowsy
37,,00:10:01,00:11:03,Not Drowsy
37,,00:11:01,00:12:03,Not Drowsy
37,,00:12:01,00:13:03,Not Drowsy
37,,00:13:01,00:14:03,Not Drowsy
37,,00:14:01,00:15:03,Not Drowsy
37,,00:15:01,00:16:03,Not Drowsy
37,,00:16:01,00:17:03,Not Drowsy
37,,00:17:01,00:18:03,Not Drowsy
37,,00:18:01,00:19:03,Not Drowsy
37,,00:19:01,00:20:03,Not Drowsy
37,,00:20:01,00:21:03,Not Drowsy
37,,00:21:01,00:22:03,Not Drowsy
37,,00:22:01,00:23:03,Not Drowsy
37,,00:23:01,00:24:03,Not Drowsy
37,,00:24:01,00:25:03,Not Drowsy
37,,00:25:01,00:26:03,Not Drowsy
37,,00:26:01,00:27:03,Not Drowsy
37,,00:27:01,00:28:03,Not Drowsy
37,,00:28:01,00:29:03,Not Drowsy
37,,00:29:01,00:30:03,Not Drowsy
37,,00:30:01,00:31:03,Not Drowsy
37,,00:31:01,00:32:03,Not Drowsy
37,,00:32:01,00:33:03,Not Drowsy
37,,00:33:01,00:34:03,Not Drowsy
37,,00:34:01,00:35:01,Not Drowsy
37,,00:35:01,00:36:01,Not Drowsy
37,,00:36:01,00:37:01,Not Drowsy
37,,00:37:01,00:38:01,Slightly Drowsy
37,,00:38:01,00:39:01,Slightly Drowsy
37,,00:39:01,00:40:01,Slightly Drowsy
37,,00:40:01,00:41:01,Slightly Drowsy
37,,00:41:01,00:42:01,Slightly Drowsy
37,,00:42:01,00:43:01,Slightly Drowsy
37,,00:43:01,00:44:01,Slightly Drowsy
37,,00:44:01,00:45:01,Moderately Drowsy
37,,00:45:01,00:46:01,Slightly Drowsy
37,,00:46:01,00:47:01,Slightly Drowsy
37,,00:47:01,00:48:01,Slightly Drowsy
37,,00:48:01,00:49:01,Slightly Drowsy
37,,00:49:01,00:50:01,Moderately Drowsy
37,,00:50:01,00:51:01,Moderately Drowsy
38,,00:00:18,00:01:18,Not Drowsy
38,,00:01:18,00:02:18,Not Drowsy
38,,00:02:18,00:03:18,Not Drowsy
38,,00:03:18,00:04:18,Not Drowsy
38,,00:04:18,00:05:18,Not Drowsy
38,,00:05:18,00:06:18,Not Drowsy
38,,00:06:18,00:07:18,Not Drowsy
38,,00:07:18,00:08:18,Not Drowsy
38,,00:08:18,00:09:18,Not Drowsy
38,,00:09:18,00:10:18,Not Drowsy
38,,00:10:18,00:11:18,Not Drowsy
38,,00:11:18,00:12:18,Not Drowsy
38,,00:12:18,00:13:18,Not Drowsy
38,,00:13:18,00:14:18,Slightly Drowsy
38,,00:14:18,00:15:18,Slightly Drowsy
38,,00:15:18,00:16:18,Slightly Drowsy
38,,00:16:18,00:17:18,Slightly Drowsy
38,,00:17:18,00:18:18,Slightly Drowsy
38,,00:18:18,00:19:18,Slightly Drowsy
38,,00:19:18,00:20:18,Slightly Drowsy
38,,00:20:18,00:21:18,Slightly Drowsy
38,,00:21:18,00:22:18,Slightly Drowsy
38,,00:22:18,00:23:18,Moderately Drowsy
38,,00:23:18,00:24:18,Slightly Drowsy
38,,00:24:18,00:25:18,Slightly Drowsy
38,,00:25:18,00:26:18,Slightly Drowsy
38,,00:26:18,00:27:18,Slightly Drowsy
38,,00:27:18,00:28:18,Slightly Drowsy
38,,00:28:18,00:29:18,Slightly Drowsy
38,,00:29:18,00:30:18,Slightly Drowsy
38,,00:30:18,00:31:18,Moderately Drowsy
39,,00:00:52,00:01:52,Not Drowsy
39,,00:01:52,00:02:52,Not Drowsy
39,,00:02:52,00:03:52,Not Drowsy
39,,00:03:52,00:04:52,Not Drowsy
39,,00:04:52,00:05:52,Not Drowsy
39,,00:05:52,00:06:52,Not Drowsy
39,,00:06:52,00:07:52,Not Drowsy
39,,00:07:52,00:08:52,Not Drowsy
39,,00:08:52,00:09:52,Not Drowsy
39,,00:09:52,00:10:52,Not Drowsy
39,,00:10:52,00:11:52,Not Drowsy
39,,00:11:52,00:12:52,Not Drowsy
39,,00:12:52,00:13:52,Not Drowsy
39,,00:13:52,00:14:52,Not Drowsy
39,,00:14:52,00:15:52,Not Drowsy
39,,00:15:52,00:16:52,Not Drowsy
39,,00:16:52,00:17:52,Not Drowsy
39,,00:17:52,00:18:52,Not Drowsy
39,,00:18:52,00:19:52,Not Drowsy
39,,00:19:52,00:20:52,Not Drowsy
39,,00:20:52,00:21:52,Not Drowsy
39,,00:21:52,00:22:52,Not Drowsy
39,,00:22:52,00:23:52,Not Drowsy
39,,00:23:52,00:24:52,Not Drowsy
39,,00:24:52,00:25:52,Not Drowsy
39,,00:25:52,00:26:52,Not Drowsy
39,,00:26:52,00:27:52,Not Drowsy
39,,00:27:52,00:28:52,Not Drowsy
39,,00:28:52,00:29:52,Not Drowsy
39,,00:29:52,00:30:52,Not Drowsy
39,,00:30:52,00:31:52,Not Drowsy
40,,00:00:55,00:01:55,Not Drowsy
40,,00:01:55,00:02:55,Not Drowsy
40,,00:02:55,00:03:55,Not Drowsy
40,,00:03:55,00:04:55,Not Drowsy
40,,00:04:55,00:05:55,Not Drowsy
40,,00:05:55,00:06:55,Not Drowsy
40,,00:06:55,00:07:55,Not Drowsy
40,,00:07:55,00:08:55,Not Drowsy
40,,00:08:55,00:09:55,Not Drowsy
40,,00:09:55,00:10:55,Not Drowsy
40,,00:10:55,00:11:55,Slightly Drowsy
40,,00:11:55,00:12:55,Not Drowsy
40,,00:12:55,00:13:55,Not Drowsy
40,,00:13:55,00:14:55,Not Drowsy
40,,00:14:55,00:15:55,Not Drowsy
40,,00:15:55,00:16:55,Slightly Drowsy
40,,00:16:55,00:17:55,Slightly Drowsy
40,,00:17:55,00:18:55,Slightly Drowsy
40,,00:18:55,00:19:55,Slightly Drowsy
40,,00:19:55,00:20:55,Slightly Drowsy
40,,00:20:55,00:21:55,Slightly Drowsy
40,,00:21:55,00:22:55,Slightly Drowsy
40,,00:22:55,00:23:55,Slightly Drowsy
40,,00:23:55,00:24:55,Slightly Drowsy
40,,00:24:55,00:25:55,Slightly Drowsy
40,,00:25:55,00:26:55,Slightly Drowsy
40,,00:26:55,00:27:55,Slightly Drowsy
40,,00:27:55,00:28:55,Slightly Drowsy
40,,00:28:55,00:29:55,Slightly Drowsy
40,,00:29:55,00:30:55,Slightly Drowsy
40,,00:30:55,00:31:55,Slightly Drowsy
40,,00:31:55,00:32:55,Slightly Drowsy
40,,00:32:55,00:33:55,Slightly Drowsy
40,,00:33:55,00:34:55,Slightly Drowsy
40,,00:34:55,00:35:55,Slightly Drowsy
40,,00:35:55,00:36:55,Slightly Drowsy
41,,00:00:28,00:01:28,Not Drowsy
41,,00:01:28,00:02:28,Not Drowsy
41,,00:02:28,00:03:28,Not Drowsy
41,,00:03:28,00:04:28,Not Drowsy
41,,00:04:28,00:05:28,Not Drowsy
41,,00:05:28,00:06:28,Not Drowsy
41,,00:06:28,00:07:28,Not Drowsy
41,,00:07:28,00:08:28,Not Drowsy
41,,00:08:28,00:09:28,Slightly Drowsy
41,,00:09:28,00:10:28,Slightly Drowsy
41,,00:10:28,00:11:28,Moderately Drowsy
41,,00:11:28,00:12:28,Moderately Drowsy
41,,00:12:28,00:13:28,Moderately Drowsy
41,,00:13:28,00:14:28,Very Drowsy
41,,00:14:28,00:15:28,Very Drowsy
41,,00:15:28,00:16:28,Slightly Drowsy
42,,00:00:31,00:01:31,Not Drowsy
42,,00:01:31,00:02:31,Not Drowsy
42,,00:02:31,00:03:31,Not Drowsy
42,,00:03:31,00:04:31,Not Drowsy
42,,00:04:31,00:05:31,Not Drowsy
42,,00:05:31,00:06:31,Not Drowsy
42,,00:06:31,00:07:31,Not Drowsy
42,,00:07:31,00:08:31,Not Drowsy
42,,00:08:31,00:09:31,Not Drowsy
42,,00:09:31,00:10:31,Not Drowsy
42,,00:10:31,00:11:31,Not Drowsy
42,,00:11:31,00:12:31,Not Drowsy
42,,00:12:31,00:13:31,Not Drowsy
42,,00:13:31,00:14:31,Not Drowsy
42,,00:14:31,00:15:31,Not Drowsy
42,,00:15:31,00:16:31,Not Drowsy
42,,00:16:31,00:17:31,Not Drowsy
42,,00:17:31,00:18:31,Slightly Drowsy
42,,00:18:31,00:19:31,Slightly Drowsy
42,,00:19:31,00:20:31,Slightly Drowsy
42,,00:20:31,00:21:31,Not Drowsy
42,,00:21:31,00:22:31,Slightly Drowsy
42,,00:22:31,00:23:31,Slightly Drowsy
42,,00:23:31,00:24:31,Slightly Drowsy
42,,00:24:31,00:25:31,Slightly Drowsy
42,,00:25:31,00:26:31,Slightly Drowsy
42,,00:26:31,00:27:31,Slightly Drowsy
42,,00:27:31,00:28:31,Slightly Drowsy
42,,00:28:31,00:29:31,Slightly Drowsy
42,,00:29:31,00:30:31,Slightly Drowsy
42,,00:30:31,00:31:31,Moderately Drowsy
42,,00:31:31,00:32:31,Moderately Drowsy
43,,00:00:47,00:01:47,Not Drowsy
43,,00:01:47,00:02:47,Not Drowsy
43,,00:02:47,00:03:47,Not Drowsy
43,,00:03:47,00:04:47,Not Drowsy
43,,00:04:47,00:05:47,Not Drowsy
43,,00:05:47,00:06:47,Not Drowsy
43,,00:06:47,00:07:47,Not Drowsy
43,,00:07:47,00:08:47,Not Drowsy
43,,00:08:47,00:09:47,Not Drowsy
43,,00:09:47,00:10:47,Not Drowsy
43,,00:10:47,00:11:47,Not Drowsy
43,,00:11:47,00:12:47,Not Drowsy
43,,00:12:47,00:13:47,Not Drowsy
43,,00:13:47,00:14:47,Slightly Drowsy
43,,00:14:47,00:15:47,Not Drowsy
43,,00:15:47,00:16:47,Not Drowsy
43,,00:16:47,00:17:47,Not Drowsy
43,,00:17:47,00:18:47,Not Drowsy
43,,00:18:47,00:19:47,Not Drowsy
43,,00:19:47,00:20:47,Not Drowsy
43,,00:20:47,00:21:47,Not Drowsy
43,,00:21:47,00:22:47,Not Drowsy
43,,00:22:47,00:23:47,Not Drowsy
43,,00:23:47,00:24:47,Not Drowsy
43,,00:24:47,00:25:47,Not Drowsy
43,,00:25:47,00:26:47,Not Drowsy
43,,00:26:47,00:27:47,Not Drowsy
43,,00:27:47,00:28:47,Not Drowsy
43,,00:28:47,00:29:47,Slightly Drowsy
43,,00:29:47,00:30:47,Slightly Drowsy
44,,00:00:25,00:01:25,Slightly Drowsy
44,,00:01:25,00:02:25,Moderately Drowsy
44,,00:02:25,00:03:25,Slightly Drowsy
44,,00:03:25,00:04:25,Slightly Drowsy
44,,00:04:25,00:05:25,Moderately Drowsy
44,,00:05:25,00:06:25,Slightly Drowsy
44,,00:06:25,00:07:25,Slightly Drowsy
44,,00:07:25,00:08:25,Moderately Drowsy
44,,00:08:25,00:09:25,Slightly Drowsy
44,,00:09:25,00:10:25,Slightly Drowsy
44,,00:10:25,00:11:25,Moderately Drowsy
44,,00:11:25,00:12:25,Moderately Drowsy
44,,00:12:25,00:13:25,Moderately Drowsy
44,,00:13:25,00:14:25,Very Drowsy
44,,00:14:25,00:15:25,Slightly Drowsy
44,,00:15:25,00:16:25,Moderately Drowsy
44,,00:16:25,00:17:25,Slightly Drowsy
45,,00:00:23,00:01:23,Not Drowsy
45,,00:01:23,00:02:23,Not Drowsy
45,,00:02:23,00:03:23,Not Drowsy
45,,00:03:23,00:04:23,Not Drowsy
45,,00:04:23,00:05:23,Slightly Drowsy
45,,00:05:23,00:06:23,Slightly Drowsy
45,,00:06:23,00:07:23,Not Drowsy
45,,00:07:23,00:08:23,Not Drowsy
45,,00:08:23,00:09:23,Slightly Drowsy
45,,00:09:23,00:10:23,Slightly Drowsy
45,,00:10:23,00:11:23,Slightly Drowsy
45,,00:11:23,00:12:23,Slightly Drowsy
45,,00:12:23,00:13:23,Moderately Drowsy
45,,00:13:23,00:14:23,Moderately Drowsy
45,,00:14:23,00:15:23,Moderately Drowsy
45,,00:15:23,00:16:23,Moderately Drowsy
45,,00:16:23,00:17:23,Moderately Drowsy
45,,00:17:23,00:18:23,Moderately Drowsy
45,,00:18:23,00:19:23,Moderately Drowsy
45,,00:19:23,00:20:23,Slightly Drowsy
45,,00:20:23,00:21:23,Moderately Drowsy
45,,00:21:23,00:22:23,Moderately Drowsy
45,,00:22:23,00:23:23,Moderately Drowsy
45,,00:23:23,00:24:23,Moderately Drowsy
45,,00:24:23,00:25:23,Moderately Drowsy
45,,00:25:23,00:26:23,Moderately Drowsy
45,,00:26:23,00:27:23,Moderately Drowsy
